FName,LName,Target,Min,Max,Location,Focus,0,1,2,3,4
Matthieu,Lattes,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Paris (France) Mobility , SaaS (Seed) Save View <div style=""position: relative; width: 52px; height: 52px;",https://www.gaingels.com/team,https://www.linkedin.com/in/petersteinberg/,https://www.twitter.com/petersteinberg,https://www.angel.co/p/peter-steinberg,https://www.crunchbase.com/person/peter-steinberg
Jesse,Robbins,$2.0M,$500K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) Cloud Infrastructure , Developer Tools , Enterprise Applications , Enterprise Infrastructure , Future of Work , Hardware , IoT , Messaging , SaaS (Seed) , San Francisco Bay Area  , Web3/Blockchain , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.operatorpartners.com/team-gil-shklarski,https://www.linkedin.com/in/shklarski/,https://www.twitter.com/shklarski,https://www.angel.co/u/shklarski,https://www.crunchbase.com/person/gil-shklarski
Dana,Oshiro,$500K,$250K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Cloud Infrastructure , Cloud Infrastructure , Data Services , Data Services , Developer Tools , Developer Tools , Diverse Investors  , Enterprise , Enterprise , Female Investors  , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.linkedin.com/in/joshhoffmansenn/,https://www.crunchbase.com/person/josh-hoffman-senn,,,
Ash,Barot,$100K,$50K,$150K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AI , AI , Diverse Investors  , Enterprise , Enterprise , Future of Work , Future of Work , Gig Economy , Gig Economy , Health & Hospital Services , Health & Hospital Services , Human Capital/HRTech , Human Capital/HRTech , Local Services , Local Services , Lodging/Hospitality , Lodging/Hospitality , Marketplaces , Marketplaces , New York City  , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.openviewpartners.com/,https://www.linkedin.com/in/scottmaxwell/,https://www.twitter.com/scottsnews,https://www.crunchbase.com/person/scott-maxwell,
Shane,Mac,$50K,$50K,$100K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Global, San Francisco (CA) AI , AI , Crypto/Web3 , Crypto/Web3 , Future of Work , Future of Work , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Social Networks , Social Networks , Web3/Blockchain , Web3/Blockchain , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.1982.vc/,https://www.linkedin.com/in/skrivokopich/,https://www.crunchbase.com/person/scott-krivokopich,,
Taimur,Sajid,$100K,$100K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AI , AI , Analytics , Analytics , Data Services , Data Services , FinTech , FinTech , New York City  , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.airtable.com/shr0xxdsnI51AhdK0/tblxe8TOkZCTvRkV8,https://www.linkedin.com/in/lehtinenlasse/,https://www.twitter.com/lehtichewiz,https://www.angel.co/u/lasse-lehtinen,https://www.crunchbase.com/person/lasse-lehtinen
Brett,Brewer,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Los Angeles (CA) AI , BioTech , Consumer Health , Consumer Internet , Crypto/Web3 , Digital Health , E-commerce , Enterprise , Real Estate/PropTech , SaaS (Seed) , San Francisco Bay Area  ",https://www.airtable.com/shr0xxdsnI51AhdK0/tblxe8TOkZCTvRkV8,https://www.linkedin.com/in/aleksi-partanen-896885/,https://www.twitter.com/Aleksi_Partanen,https://www.crunchbase.com/person/aleksi-partanen,
Rick,Smith,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Los Angeles (CA) AI , ClimateTech/CleanTech , Consumer Health , Consumer Internet , Crypto/Web3 , E-commerce , Enterprise , Los Angeles / Southern California  , Real Estate/PropTech , SaaS (Seed) , TransportationTech ",https://www.longjump.vc/team,https://www.linkedin.com/in/kristensonday/,https://www.twitter.com/kristensonday?lang=en,https://www.angel.co/u/ksonday,https://www.crunchbase.com/person/kristen-sonday
Vic,Yeh,$50K,$10K,$100K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) , San Francisco (CA) AI , AI , Consumer Internet , Consumer Internet , Enterprise , Enterprise , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.longjump.vc/team,https://www.linkedin.com/in/danielrogers0/,https://www.twitter.com/thecla923,https://www.angel.co/u/daniel-rogers,https://www.crunchbase.com/person/daniel-rogers-863c
Niall,McSheffrey,$500K,$100K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States, New York (NY) , Austin (TX) , South Korea, Indonesia, San Francisco (CA) , Singapore, Taiwan, Hong Kong, Los Angeles (CA)  AgTech , AgTech , AI , AI , Cloud Infrastructure , Cloud Infrastructure , E-commerce , E-commerce , Enterprise , Enterprise , FinTech , FinTech , Health IT , Health IT , Los Angeles / Southern California  , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.longjump.vc/,https://www.linkedin.com/in/tmgrace/,https://www.twitter.com/TMGrace,https://www.crunchbase.com/person/tim-grace-2,
Ilan,Abehassera,$150K,$100K,$200K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) Enterprise , Enterprise , IoT , IoT , New York City  , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software ",https://www.longjump.vc/,https://www.linkedin.com/in/garrycooperphd/,https://www.twitter.com/garrycooperjr?lang=en,https://www.angel.co/u/garry-cooper-1,https://www.crunchbase.com/person/gary-cooper
Jana,Boltvinik,$100K,$20K,$250K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Mexico City (Mexico) E-commerce , E-commerce , Education , Education , FinTech , FinTech , Health & Hospital Services , Health & Hospital Services , Health IT , Health IT , Marketplaces , Marketplaces , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.tpycapital.com/team,https://www.linkedin.com/in/guy-yamen-a40705/?originalSubdomain=il,https://www.crunchbase.com/person/guy-yamen,,
Carsten,Salling,$1.5M,$500K,$2.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Copenhagen (Denmark) ClimateTech/CleanTech , Fashion , Gaming/eSports , MarketingTech , Marketplaces , SaaS (Seed) , Social Networks , Travel ",https://www.angel.co/5eyes/syndicate?utm_campaign=syndicate_direct_link,https://www.linkedin.com/company/5eyes/,https://www.twitter.com/ohadgliksman,https://www.angel.co/p/ohad-gliksman,https://www.crunchbase.com/person/ohad-gliksman
Tyler,Tringas,$1M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) E-commerce , E-commerce , FinTech , FinTech , New York City  , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software ",https://www.cultivationcapital.com/team/brian-matthews/,https://www.linkedin.com/in/brian-matthews-951a3134/,https://www.twitter.com/bmatthews840,https://www.crunchbase.com/person/brian-matthews,
Matt,Hayes,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AI , Boston / New England  , Consumer Internet , Crypto/Web3 , Health IT , Insurance , SaaS (Seed) ",https://www.clear.ventures/people/rajeev-madhavan/,https://www.linkedin.com/in/rajeev-madhavan/,https://www.angel.co/madhavan-clear-ventures,https://www.crunchbase.com/person/rajeev-madhavan,
Kevin,Rutter,$200K,$50K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) AI , AI , Cloud Infrastructure , Cloud Infrastructure , Crypto/Web3 , Crypto/Web3 , Enterprise , Enterprise , FinTech , FinTech , Marketplaces , Marketplaces , New York City  , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software , Web3/Blockchain , Web3/Blockchain ",https://www.invertidos.vc/,https://www.linkedin.com/in/fpenad/,https://www.twitter.com/FranOnTheRocks,https://www.crunchbase.com/person/francisco-de-la-pena,
Precious,Drew,$1M,$100K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Minneapolis (MN) , Milwaukee (WI) , Madison (WI)  BioTech , BioTech , E-commerce , E-commerce , Hardware , Hardware , IoT , IoT , Midwest  , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software ",https://www.whitestarcapital.com/,https://www.linkedin.com/in/matthieulattes/,https://www.twitter.com/matthieulattes,https://www.crunchbase.com/person/matthieu-lattes,
Bryan,Zaslow,$200K,$57K,$343K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) AI , AI , FinTech , FinTech , Logistics , Logistics , Mobility , Mobility , New York City  , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.linkedin.com/in/jesserobbins/,https://www.twitter.com/jesserobbins,https://www.angel.co/p/jesserobbins,https://www.crunchbase.com/person/jesse-robbins,
Alex,Gostomelsky,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Santa Monica (CA) FinTech , Los Angeles / Southern California  , SaaS (Seed) , Space ",https://www.heavybit.com/,https://www.linkedin.com/in/danaoshiro/,https://www.angel.co/u/danaoshiro,https://www.crunchbase.com/person/dana-oshiro,
Kelly,Graziadei,$500K,$250K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) Consumer Health , Consumer Health , Consumer Internet , Consumer Internet , Creator/Passion Economy , Creator/Passion Economy , Digital Health , Digital Health , Diverse Investors  , Enterprise , Enterprise , Female Investors  , Future of Work , Future of Work , Gig Economy , Gig Economy , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Social Networks , Social Networks , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.barot.us/,https://www.linkedin.com/in/ashbarot/,https://www.crunchbase.com/person/ash-barot,,
Yvan-Michel,Ehkirch,$3.3M,$600K,$6.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Paris (France) Advertising , Advertising , AgTech , AgTech , BioTech , BioTech , FinTech , FinTech , Media/Content , Media/Content , Real Estate/PropTech , Real Estate/PropTech , SaaS (Seed) , SaaS (Series A) , SMB Software , SMB Software , TransportationTech , TransportationTech ",https://www.shanemac.com/,https://www.linkedin.com/in/shanemacsays/,https://www.twitter.com/shanemac,,
Tomasz,Swieboda,$1M,$100K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Poland FinTech , FinTech , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.linkedin.com/in/tsajid/,,,,
Simon,Drake,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," London , Berlin (Germany), Sydney (Australia), Brisbane (Australia), Germany  Consumer Internet , Enterprise Applications , Enterprise , IoT , Retail , SaaS (Seed) , Space ",https://www.crosscut.vc/team/,https://www.crunchbase.com/person/brett-brewer,,,
David,Evans,$250K,$250K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States AI , AI , Analytics , Analytics , Austin  , Cloud Infrastructure , Cloud Infrastructure , Data Services , Data Services , E-commerce , E-commerce , Enterprise Applications , Enterprise Applications , FinTech , FinTech , Health IT , Health IT , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.crosscut.vc/team/,https://www.linkedin.com/in/ricksmithvc/,https://www.twitter.com/smithrick,https://www.angel.co/p/rick,https://www.crunchbase.com/person/rick-smith-5
Leon,Alkalai,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Los Angeles (CA) Los Angeles / Southern California  , Medical Devices , SaaS (Seed) , Space ",https://www.vicyeh.com/,https://www.linkedin.com/in/vicyeh/,https://www.twitter.com/vicoyeh?lang=en,https://www.angel.co/p/vicyeh,https://www.crunchbase.com/person/vic-yeh
Joseph,Aaron,$625K,$250K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) AI , AI , Analytics , Analytics , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.elementzventures.com/,https://www.linkedin.com/in/niallmcsheffrey/,https://www.twitter.com/niallmcs,https://www.crunchbase.com/person/niall-mcsheffrey,
Cameron,McLain,$1M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Copenhagen (Denmark), London , Los Angeles (CA)  ClimateTech/CleanTech , ClimateTech/CleanTech , Consumer Internet , Consumer Internet , London  , Marketplaces , Marketplaces , Media/Content , Media/Content , Mobility , Mobility , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software ",https://www.ilan.io/,https://www.linkedin.com/in/ilanabehassera/,https://www.twitter.com/ilan,https://www.angel.co/u/ilan,https://www.crunchbase.com/person/ilan-abehassera
Sergio,Merino,$500K,$226K,$1.1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Barcelona (Spain) Data Services , Data Services , Digital Health , Digital Health , E-commerce , E-commerce , Enterprise Applications , Enterprise Applications , IoT , IoT , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.capitalinvent.com/nosotros/jana-boltvinik/,https://www.linkedin.com/in/jana-boltvinik-230b765/,https://www.twitter.com/janabolt,https://www.crunchbase.com/person/jana-boltvinik,
Stefan,Leermann,$2.9M,$100K,$5.6M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Germany BioTech , Consumer Internet , Digital Health , EnergyTech , Health & Hospital Services , Health IT , SaaS (Seed) ",https://www.dreamcraft.vc/,https://www.linkedin.com/in/carstensalling/,https://www.crunchbase.com/person/carsten-salling,,
Nat,Clarkson,$100K,$50K,$400K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Charlotte (NC) AI , AI , Analytics , Analytics , Enterprise , Enterprise , FinTech , FinTech , Insurance , Insurance , LegalTech , LegalTech , Payments , Payments , Raleigh-Durham / Southeast US  , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , Web3/Blockchain , Web3/Blockchain ",https://www.earnestcapital.com/about/,https://www.linkedin.com/in/tringastyler/,https://www.twitter.com/tylertringas,https://www.angel.co/p/tyler-tringas,https://www.crunchbase.com/person/tyler-tringas
Judah,Taub,$1M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Israel AI , AI , Cybersecurity , Cybersecurity , Developer Tools , Developer Tools , Enterprise , Enterprise , Israel  , SaaS (Pre-Seed) , SaaS (Seed)  United States AI , AI , AR/VR , AR/VR , ClimateTech/CleanTech , ClimateTech/CleanTech , Cloud Infrastructure , Cloud Infrastructure , Colorado / Utah  , Data Services , Data Services , Entertainment & Sports , Entertainment & Sports , Gaming/eSports , Gaming/eSports , IoT , IoT , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.linkedin.com/in/mattlhayes/,https://www.twitter.com/matthhayes,https://www.angel.co/p/matthew-hayes,https://www.crunchbase.com/person/matthew-hayes,
Richard,Harjes,$1M,$100K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Bozeman (MT) Cloud Infrastructure , Cloud Infrastructure , Enterprise , Enterprise , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.linkedin.com/in/kevin-rutter-1b109235/,,,,
Gisbert,Enkel,$2.9M,$100K,$5.6M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Germany BioTech , Consumer Internet , Digital Health , EnergyTech , Health & Hospital Services , Health IT , SaaS (Seed) ",https://www.gener8tor.com/team,https://www.linkedin.com/in/preciousdrew/,https://www.twitter.com/onlyonepdrew,https://www.angel.co/u/precious-drew,
Collin,Gutman,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Washington (DC) , Miami Beach (FL)  Crypto/Web3 , Education , Enterprise Applications , Enterprise , IoT , Messaging , Raleigh-Durham / Southeast US  , SaaS (Seed) ",https://www.superangel.io/,https://www.linkedin.com/in/bryanzaslow/,https://www.twitter.com/bryanzaslow,,
Gaurav,Manglik,$1M,$250K,$3.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) Analytics , Analytics , Enterprise , Enterprise , IoT , IoT , SaaS (Pre-Seed) , SaaS (Seed) , Web3/Blockchain , Web3/Blockchain ",https://www.switchboardventures.co/portfolio/team,https://www.linkedin.com/in/alexgostomelsky/,https://www.twitter.com/dongosto?lang=en,https://www.crunchbase.com/person/alex-gostomelsky,
Clay,Whitehead,$2.0M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States, Europe, Israel  Cloud Infrastructure , Data Services , Developer Tools , FinTech , Future of Work , Human Capital/HRTech , Insurance , Marketplaces , Payments , SaaS (Seed) , San Francisco Bay Area  , SMB Software ",https://www.f7ventures.com/,https://www.linkedin.com/in/kellygraziadei/,https://www.twitter.com/kkgraz,https://www.angel.co/kelly-graziadei,https://www.crunchbase.com/person/kelly-graziadei
Spencer,Bogart,$50K,$25K,$200K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) Consumer Internet , Consumer Internet , Crypto/Web3 , Crypto/Web3 , FinTech , FinTech , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Web3/Blockchain , Web3/Blockchain ",https://www.karista.vc/team/#TomBeauvironnet,https://www.linkedin.com/in/ymehkirch/,https://www.angel.co/u/yvan-michel-ehkirch-1,https://www.crunchbase.com/person/yvan-michel-ehkirch,
Ralph,Baddour,$100K,$10K,$100K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Canada AI , AI , Analytics , Analytics , Data Services , Data Services , Developer Tools , Developer Tools , Diverse Investors  , Enterprise Applications , Enterprise Applications , Future of Work , Future of Work , Human Capital/HRTech , Human Capital/HRTech , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software , Web3/Blockchain , Web3/Blockchain , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.inovo.vc/,https://www.linkedin.com/in/tomaszswieboda/,https://www.twitter.com/tomaszswieboda,https://www.angel.co/u/tomasz-swieboda,https://www.crunchbase.com/person/tomasz-swieboda
David,Fisher,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) FinTech , Hardware , Logistics , SaaS (Seed) , San Francisco Bay Area  ",https://www.simondrake.com/,https://www.linkedin.com/in/simondrake/,https://www.twitter.com/simondrake,https://www.angel.co/u/simon-drake-1,https://www.crunchbase.com/person/simon-drake
Bob,Crimmins,$200K,$50K,$300K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Canada , United States AI , AI , Cloud Infrastructure , Cloud Infrastructure , Developer Tools , Developer Tools , Enterprise Applications , Enterprise Applications , FinTech , FinTech , IoT , IoT , MarketingTech , MarketingTech , Marketplaces , Marketplaces , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) , Seattle / Portland  , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.sentiero.vc/,https://www.linkedin.com/in/davidevansct/,https://www.twitter.com/compulsivestart,https://www.angel.co/p/david-evans,
James,Murphy,$100K,$50K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AI , AI , Enterprise , Enterprise , FinTech , FinTech , Future of Work , Future of Work , IoT , IoT , Marketplaces , Marketplaces , New York City  , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software ",https://www.explorer1fund.space/,https://www.linkedin.com/in/leon-alkalai-a032597/,https://www.twitter.com/DrLeonAlkalai,https://www.crunchbase.com/person/leon-alkalai,
Fridtjof,Berge,$150K,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Toronto (Ontario) , Seoul (South Korea), Kenya, Melbourne (Australia), Sydney (Australia), Bangalore, Vietnam, Indonesia, Berlin (Germany), Amsterdam (Netherlands), Stockton (CA) , Copenhagen (Denmark), Oslo (Norway), London , New York (NY) , Austin (TX) , Singapore  ClimateTech/CleanTech , ClimateTech/CleanTech , ConstructionTech , ConstructionTech , Digital Health , Digital Health , E-commerce , E-commerce , Enterprise , Enterprise , FinTech , FinTech , Future of Work , Future of Work , Real Estate/PropTech , Real Estate/PropTech , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  , Investors who were founders  ",https://www.tracvc.com/,https://www.linkedin.com/in/josephaaron1/,https://www.crunchbase.com/person/joseph-aaron-c57c,,
Austin,Arensberg,$400K,$200K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Global, San Francisco (CA) , New York (NY)  AI , AI , Cloud Infrastructure , Cloud Infrastructure , Consumer Internet , Consumer Internet , Data Services , Data Services , Developer Tools , Developer Tools , Enterprise , Enterprise , FinTech , FinTech , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security , Web3/Blockchain , Web3/Blockchain , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.cameronmclain.com/,https://www.linkedin.com/in/cameronmclain/,https://www.twitter.com/cameronmclain,https://www.angel.co/p/cameron-mclain,https://www.crunchbase.com/person/cameron-mclain
Allan,Boruchowicz,$500K,$250K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Costa Rica AI , AI , BioTech , BioTech , Digital Health , Digital Health , E-commerce , E-commerce , FinTech , FinTech , Food and Beverage , Food and Beverage , Health & Hospital Services , Health & Hospital Services , Health IT , Health IT , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.sabadellventurecapital.com/vc-02-es.html,https://www.linkedin.com/in/sergio-p%C3%A9rez-merino-a492652/?originalSubdomain=es,https://www.twitter.com/sergio7719,https://www.crunchbase.com/person/sergio-prez-merino,
Onsi,Sawiris,$1M,$500K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) Cloud Infrastructure , Cloud Infrastructure , Enterprise , Enterprise , FinTech , FinTech , New York City  , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.cfh.de/tgfs-team/stefan-leermann/,https://www.linkedin.com/in/stefan-leermann-a688a032/,,,
Abhishek,Sharma,$1M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) AI , AI , Digital Health , Digital Health , Enterprise , Enterprise , Health & Hospital Services , Health & Hospital Services , Health IT , Health IT , Marketplaces , Marketplaces , Messaging , Messaging , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.fintechvc.us/,https://www.linkedin.com/in/nat-clarkson-b111025/,,,
Adam,Berger,$1M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) Los Angeles / Southern California  , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software ",https://www.hetz.vc/,https://www.linkedin.com/in/judah-taub-3773247b/,https://www.crunchbase.com/person/judah-taub,,
Ken,Hood,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Diego (CA) Cloud Infrastructure , Hardware , IoT , Los Angeles / Southern California  , SaaS (Seed) ",https://www.linkedin.com/in/davidraymes/,,,,
Raghu,Raghavan,$1M,$25K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Saratoga (CA) SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.nextfrontiercapital.com/team,https://www.linkedin.com/in/richard-harjes-546894156/,https://www.crunchbase.com/person/richard-harjes,,
Clifford,Holekamp,$1.8M,$100K,$3.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Greenville (SC) AI , Future of Work , Insurance , Real Estate/PropTech , SaaS (Seed) , Sales & CRM  AgTech , AgTech , AI , AI , ClimateTech/CleanTech , ClimateTech/CleanTech , Diverse Investors  , EnergyTech , EnergyTech , FinTech , FinTech , Hardware , Hardware , Impact , Impact , SaaS (Pre-Seed) , SaaS (Seed) , Space , Space , Web3/Blockchain , Web3/Blockchain , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.cfh.de/tgfs-team/gisbert-enkel/,https://www.linkedin.com/in/gisbert-enkel-1005957b/,,,
Peter,Esparrago,$1.8M,$100K,$3.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," St. Louis (MO) Cybersecurity , FinTech , Midwest  , Real Estate/PropTech , SaaS (Seed) ",https://www.saasventurecapital.com/,https://www.linkedin.com/in/collingutman/,https://www.twitter.com/collingutman,https://www.angel.co/p/collin-gutman,https://www.crunchbase.com/person/collin-gutman
Daniel,Lloreda,$500K,$200K,$700K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States, Latin America, Miami (FL)  AI , AI , Enterprise , Enterprise , Logistics , Logistics , Marketplaces , Marketplaces , Raleigh-Durham / Southeast US  , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.westwavecapital.com/team.html,https://www.linkedin.com/in/gmanglik/,https://www.angel.co/gaurav-manglik,https://www.crunchbase.com/person/gaurav-manglik,
David,Rangel,$1M,$250K,$7.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AI , AI , Diverse Investors  , Enterprise Applications , Enterprise Applications , Enterprise , Enterprise , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , San Francisco Bay Area  , SMB Software , SMB Software , Web3/Blockchain , Web3/Blockchain , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.pomvc.com/,https://www.crunchbase.com/person/clay-whitehead,,,
Puneet,Bhatia,$185K,$0 ,$0 ,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," London AI , AI , Consumer Health , Consumer Health , Enterprise , Enterprise , FinTech , FinTech , Hardware , Hardware , Health & Hospital Services , Health & Hospital Services , MarketingTech , MarketingTech , Marketplaces , Marketplaces , Media/Content , Media/Content , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.blockchain.capital/team/,https://www.linkedin.com/in/spencer-bogart-cfa-bba645a/,https://www.twitter.com/CremeDeLaCrypto,https://www.angel.co/u/cremedelacrypto,https://www.crunchbase.com/person/spencer-bogart
Sharon,Vosmek,$1.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Palo Alto (CA) BioTech , Consumer Health , Digital Health , IoT , SaaS (Seed) , San Francisco Bay Area  ",https://www.badhouse.ca/,,,,
